Airtable,https://airtable.com/admin/entV9AvgMZe9JJysh/settings,Airtable – Admin Panel – Settings,1751494331
Airtable,https://airtable.com/appPDvdjgfy6FFUaX/tblzz7rrF4wvTDCEE/viwtx3cRBHpEq8SmV?blocks=hide,Intro to CS: CSS Topics - Airtable,1751494331
Airtable,https://airtable.com/appUb1Q4PIWhBIRUm/tblvghQsXOamIw8Kj/viwRu8dqp8rIw6J4c?blocks=hide,Web Design: Students - Airtable,1751494331
AP CS A,https://docs.google.com/spreadsheets/d/1Btj-j0vrDvJB-XrnV-piHUl_Qg4IRNHWw-BsqBZ6OsI/edit?resourcekey=&gid=1511312883#gid=1511312883,U0 Q0: GTKY & PLP (AP CSA) (Responses) - Google Sheets,1751494331
AP CS A/AP CS A,https://studio.code.org/teacher_dashboard/sections/5436911#,Progress Bar,1751494331
AP CS A/AP CS A,https://docs.google.com/document/d/1v48-NecwEisqCumuPg_RqBrgyOKXA0DGZLXps24IBk0/edit,AP Computer Science A Curriculum at a Glance - Google Docs,1751494331
AP CS A/AP CS A,https://docs.google.com/document/d/19G65CZ_Y9njvy6eVgoHNN_at6mP-Ow3bl0C1ZTsUu_8/edit,CSA Syllabus 23-24 - Google Docs,1751494331
AP CS A/AP College Board,https://docs.google.com/document/d/1YsnAafjpMaEX3RBrSUOpAgbtfsZ33ZAPexKOlBJdOBo/edit?mode=html#heading=h.qekdsg6tc2do,AP Topic Coverage in CSA 23-24 - Google Docs,1751494331
AP CS A/AP College Board,https://apcentral.collegeboard.org/courses/ap-course-audit/calendar,2023-24 Course Audit Calendar – AP Central | College Board,1751494331
AP CS A/AP College Board,https://apcourseaudit.inflexion.org/start/,AP Course Audit - Course Status,1751494331
AP CS A/AP College Board,https://apstudents.collegeboard.org/courses/ap-computer-science-a,AP Computer Science A – AP Students | College Board,1751494331
AP CS A/AP College Board,https://apcentral.collegeboard.org/media/pdf/helping-students-join-your-ap-class-section-teachers.pdf,AP Teachers - Helping Students Join Your AP Class Section (from the 2023-24 AP® Coordinator’s Manual),1751494331
AP CS A/AP College Board,https://cbaccount.collegeboard.org/professional/dashboard,My Account,1751494331
AP CS A/AP College Board,https://cbaccount.collegeboard.org/professional/dashboard,My Account,1751494331
AP CS A/AP College Board,https://apstudents.collegeboard.org/access-your-ap-resources/sign-in-to-college-board-account,Sign In to Your College Board Account – KVB2^8WndGexGK8b,1751494331
AP CS A/Code.org,https://forum.code.org/c/csa/curriculum/448,Latest CSA/General Curriculum Discussion topics - Code.org Professional Learning Community,1751494331
AP CS A/Java AP Study,https://apclassroom.collegeboard.org/8/assignments/progress/64820901,Assignment name: Unit 6 Progress Check: MCQ,1751494331
AP CS A/Java AP Study,https://docs.google.com/spreadsheets/d/1gCHNTyp0kKMpihcZyX4VTpKrYCQXHuPex7eZrAdxEao/edit?gid=1826848698#gid=1826848698,APCS A FRQ Map 2004-24 - Google Sheets,1751494331
AP CS A/Java AP Study,https://testday.collegeboard.org/,Test Day Toolkit | The College Board,1751494331
AP CS A/Java AP Study,https://docs.google.com/document/d/1ohckcxopMlboHuse5W0GZ5fFIQEHVjYznKyM2xZRYVU/edit,AP Classroom Practice Tests - Google Docs,1751494331
AP CS A/Java AP Study,https://codingbat.com/java,CodingBat Java,1751494331
AP CS A/Java AP Study,https://apcentral.collegeboard.org/exam-administration-ordering-scores/scores/available-reports/instructional-planning,Instructional Planning Reports – AP Central | College Board,1751494331
AP CS A/Java Resources,https://studio.code.org/docs/ide/javalab/classes/Painter,Painter Documentation,1751494331
AP CS A/Java Resources,https://studio.code.org/s/csa7-2023?section_id=5180428,Method Decomposition and Recursion - Code.org,1751494331
AP CS A/Java Resources,https://studio.code.org/projects/javalab/new,New Java Lab Project,1751494331
AP CS A/Java Resources,https://docs.google.com/presentation/d/1E76Js2DOgDMF0SplXGj94pyXJsmAhvG7pgaMfIzO5v4/edit#slide=id.g2f3be6e855f_0_0,Day 1: Java Orientation - Google Slides,1751494331
AP CS A/Sort Algorithms,https://docs.google.com/presentation/d/1_QfRqKxW9yobtOkC4svUPWDcuBu4qqm8ARUq3m8ZgQA/edit?slide=id.g1e171ee283d_0_1587#slide=id.g1e171ee283d_0_1587,CSA [08] Searching and Sorting - Lesson 11 - SeatingChart FRQ - Google Slides,1751494331
AP CS A/Units,https://airtable.com/appMRZlZvTzSKbxv3/tblNEl2PeKUfcAzxL/viwjxxHLQ82tcOnlJ?blocks=hide,AP CS A: AP Units - Airtable,1751494331
AP CS A/Java Activities,https://codehs.com/course/apcsalabs/overview,AP Computer Science A Labs - Overview | CodeHS,1751494331
AP CS A/Java Activities,https://docs.google.com/spreadsheets/d/1KjBmHJNPGoOtz40niXXE2SnXrGyS84pmuuCCi8Bc96Y/edit?gid=0#gid=0,Activities by Week: AP CS A - Google Sheets,1751494331
AP CS A/Java Activities,https://studio.code.org/s/csa8-2024/lessons/11#activity-section-25729807,Lesson Plan: SeatingChart FRQ - Code.org,1751494331
AP CS A/Java Activities,https://drive.google.com/drive/folders/1f0W7oeUK74u9OrwAOff7LhyIksuqt-Ou,0 Weeks - Google Drive,1751494331
AP CS A/Java Activities,https://docs.google.com/spreadsheets/d/17_k_lrSXu45ifVJkIMhSgxrfqfeUUlMNAyC3kz035Xk/edit?gid=0#gid=0,Unit 2 Store Managment Project - Google Sheets,1751494331
AP CS A/Instruction,https://airtable.com/appMRZlZvTzSKbxv3/tblX7O2Ayr17rpEGT/viwzSOt07JfFH6mFW?blocks=hide,AP CS A: Crosswalk - Airtable,1751494331
AP CS A/Instruction,https://docs.google.com/document/d/12NKMurFZbuo_QEhFBm-kjN-whkhGyMO8FVwmlMeDNUQ/edit,CSA – Code Reviews for Teachers - Google Docs,1751494331
AP CS A/Instruction,https://docs.google.com/document/d/1vqKV-88BtXaFmaLkH3U_dHbMcAW3l7Ps6sbtQ-4R7hY/edit,0 0 AP CS A 2024-5 Plan - Google Docs,1751494331
Arrays/Arrays,https://docs.oracle.com/javase/8/docs/api/,ArrayList (Java Platform SE 8 ),1751494331
Arrays/Arrays,https://studio.code.org/courses/csa-2023?section_id=4759644,Code.org CS A,1751494331
Code.org/Code.org,https://studio.code.org/teacher_dashboard/sections/5436911,Teacher Dashboard - Code.org,1751494331
Coding/Arrays,https://studio.code.org/s/csa3-2023?section_id=4759644,Arrays and Algorithms - Code.org,1751494331
Coding/Arrays,https://docs.google.com/presentation/d/1xbhoDJceJBqBsrcyaolO_87yCUFPsRkj8tMiiPPcl4k/edit#slide=id.g5d3a373a5c_0_192,Intro to Arrays: Code.org,1751494331
Coding/Arrays,https://studio.code.org/s/csp5-2019/stage/13/puzzle/2,Introduction to Arrays #2,1751494331
Coding/Arrays,https://curriculum.code.org/csp-19/unit5/13/,Introduction to Arrays,1751494331
Coding/Code.org,https://support.code.org/hc/en-us/articles/115002122788-How-does-pair-programming-on-Code-org-work,How does pair programming on Code.org work? – Code.org,1751494331
Coding/Hackathon,https://codeeasy.io/blog/high-school-coders-nationwide-and-international-programming-contests-guide,High School Coders: Nationwide & International Programming Contests Guide,1751494331
Coding/JS Games,https://bmoreinis.github.io/Mastermind-Final/,bmoreinis.github.io/Mastermind-Final/,1751494331
Coding/JS Projects,https://github.com/PabloContrerasA/shopping,PabloContrerasA/shopping,1751494331
Coding/JS Projects,https://pablocontrerasa.github.io/shopping/,Shopping App (Run),1751494331
Coding/OOP,https://docs.google.com/presentation/d/1bFZJ2H9aGgtfdGgymlQJU1-04SAswwc7IbCBYVJFz34/edit#slide=id.p,CSA [01] Object-Oriented Programming 23-24 - Google Slides,1751494331
Coding/Sort Algorithms,https://flowingdata.com/2011/04/14/sorting-algorithms-demonstrated-with-hungarian-folk-dance/,Sorting algorithms demonstrated with Hungarian folk dance | FlowingData,1751494331
Coding/Sort Algorithms,https://www.toptal.com/developers/sorting-algorithms,Sorting Algorithms Animations | Toptal®,1751494331
Coding/Sort Algorithms,https://www.i-programmer.info/programming/theory/3531-sorting-algorithms-as-dances.html,Sorting And Search Algorithms as Dances,1751494331
Coding/Sort Algorithms,https://visualgo.net/en/sorting?slide=5,"Sorting (Bubble, Selection, Insertion, Merge, Quick, Counting, Radix) - VisuAlgo",1751494331
Coding/Instruction,https://www.youtube.com/watch?v=4AzsPnH488Q&t=5s,(3) How to debug your code faster 🔥 - YouTube,1751494331
Github/Learn,https://github.com/github-education-resources/teacher-toolbox/blob/main/Learning-Pathways/Github-Issues.md,teacher-toolbox/Github-Issues,1751494331
Github/Learn,https://roadmap.sh/git-github,Learn Git and GitHub,1751494331
Github/Learn,https://github.com/skills/introduction-to-github,skills/introduction-to-github,1751494331
Github/Learn,https://github.com/skills/introduction-to-repository-management,skills/introduction-to-repository-management,1751494331
Github/Learn,https://github.com/github-education-resources/teacher-toolbox/blob/main/Learning-Pathways/Version-Control-Git.md,teacher-toolbox/Version-Control-Git,1751494331
Github/Learn,https://github.com/github-education-resources/teacher-toolbox/blob/main/Learning-Pathways/Markdown.md,teacher-toolbox/Markdown,1751494331
Github/Learn,https://github.com/skills,GitHub Skills,1751494331
Github/Open Source,https://opensource.guide/,Open Source:  launch and grow your project.,1751494331
Github/Open Source,https://opensauced.pizza/learn/,Open Source Education with OpenSauced,1751494331
Java/Java,https://docs.google.com/document/d/1iPF7xCVMFooJ1HoOPDduPEIuO-CTRqU3nCWZQ5ME4Wk/edit,Learning Java - Advanced Topics - Google Docs,1751494331
Java/Java Resources,https://cscircles.cemc.uwaterloo.ca/java_visualize/#,Java Visualizer,1751494331
Java/Java Resources,https://www.textcompare.org/java/,Free online tool to compare two Java files and find difference.,1751494331
Java/Yahtzee (Java),https://github.com/orgs/Westfield-Codes/projects/4,Milestones,1751494331
Java/Yahtzee (Java),https://github.com/orgs/Westfield-Codes/projects/3,Logic,1751494331
Java/Yahtzee (Java),https://github.com/orgs/Westfield-Codes/projects/1/views/1?template_dialog_tab=all&system_template=team_planning,UI,1751494331
Java/Yahtzee (Java),https://github.com/Westfield-Codes/Yahtzee/wiki,Home · Westfield-Codes/Yahtzee Wiki,1751494331
Java/Yahtzee (Java),https://github.com/JustinRomanelli/Yahtzee,"JustinRomanelli/Yahtzee: A simple Yahtzee project, written in Java for AP Computer Science A.",1751494331
Java/Yahtzee (Java),https://github.com/Westfield-Codes/Yahtzee,Yahtzee,1751494331
Java/Yahtzee (Java),https://github.com/Westfield-Codes/Yahtzee/discussions/3,Discussions (talk not attached to issues) · Westfield-Codes/Yahtzee · Discussion #3,1751494331
Java Resources/Java Resources,https://www.skylit.com/javamethods/ppt/index.html,Java Methods: PowerPoints,1751494331
Toolbar,https://lucid.app/documents#/documents?folder_id=recent,Lucid Recent,1751494331
Toolbar/Google,https://calendar.google.com/calendar/u/0/r?pli=1,Cal,1751494331
Toolbar/Google,https://mail.google.com/mail/u/0/#inbox,Mail,1751494331
Toolbar/Google,https://drive.google.com/drive/home,Drive,1751494331
WHS/Grading,https://docs.google.com/document/d/1jPpBdaEcaLw2p_Vm9cU5f3-o0ns9Hnst/edit#heading=h.gjdgxs,SY25 WHS Grading Parameters.docx - Google Docs,1751494331